Category;Indicator;Unit;Bad;Threshold;Reference;Status
Benthic habitats;Demersal Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Demersal Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;2
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;4
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;4
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;4
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;2
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;3
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;2
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;2
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;4
Benthic habitats;Deep Coastal Fish Crustacea Cephalopods Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;5
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;2
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;4
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Birds;Marine Birds Marine Biological Value;MBV;0;3;5;3
Fish;Demersal Fish Marine Biological Value 2008;MBV;0;3;5;2.4
Fish;Demersal Fish Marine Biological Value 2009;MBV;0;3;5;3.3
Fish;Demersal Fish Marine Biological Value 2010;MBV;0;3;5;2.7
Fish;Demersal Fish Marine Biological Value 2008;MBV;0;3;5;2.8
Fish;Demersal Fish Marine Biological Value 2009;MBV;0;3;5;2.9
Fish;Demersal Fish Marine Biological Value 2010;MBV;0;3;5;3
Fish;Demersal Fish Marine Biological Value 2008;MBV;0;3;5;3
Fish;Demersal Fish Marine Biological Value 2009;MBV;0;3;5;3.6
Fish;Demersal Fish Marine Biological Value 2010;MBV;0;3;5;3
Fish;Elasmobran Fish 2008;MBV;0;3;5;3
Fish;Elasmobran Fish 2009;MBV;0;3;5;3.5
Fish;Elasmobran Fish 2008;MBV;0;3;5;2.4
Fish;Elasmobran Fish 2009;MBV;0;3;5;2.3
Fish;Bottom Fish 2008;MBV;0;3;5;3.1
Fish;Bottom Fish 2009;MBV;0;3;5;2
Fish;Deepsea Selaceos 2008;MBV;0;3;5;3.8
Fish;Deepsea Selaceos 2009;MBV;0;3;5;3.5
Fish;Deepsea Selaceos 2008;MBV;0;3;5;2.2
Fish;Deepsea Selaceos 2009;MBV;0;3;5;1.9
Pelagic habitats;Pelagic Cephalopods 2007;MBV;0;3;5;3.7
Pelagic habitats;Pelagic Cephalopods 2008;MBV;0;3;5;4.2
Pelagic habitats;Pelagic Cephalopods 2009;MBV;0;3;5;4
Pelagic habitats;Pelagic Cephalopods 2010;MBV;0;3;5;3.1
Pelagic habitats;Pelagic Cephalopods 2011;MBV;0;3;5;3.5
Pelagic habitats;Pelagic Cephalopods 2007;MBV;0;3;5;2.8
Pelagic habitats;Pelagic Cephalopods 2008;MBV;0;3;5;3
Pelagic habitats;Pelagic Cephalopods 2009;MBV;0;3;5;2.2
Pelagic habitats;Pelagic Cephalopods 2010;MBV;0;3;5;2.8
Pelagic habitats;Pelagic Cephalopods 2011;MBV;0;3;5;2.7
Pelagic habitats;Pelagic Cephalopods 2008;MBV;0;3;5;2.5
Pelagic habitats;Pelagic Cephalopods 2009;MBV;0;3;5;2.5
Pelagic habitats;Pelagic Cephalopods 2010;MBV;0;3;5;2
Pelagic habitats;Pelagic Cephalopods 2011;MBV;0;3;5;1.9
Pelagic habitats;Deep Pelagic Cephalopods 2008;MBV;0;3;5;2.2
Pelagic habitats;Deep Pelagic Cephalopods 2009;MBV;0;3;5;2.6
Pelagic habitats;Deep Pelagic Cephalopods 2010;MBV;0;3;5;2.5
Pelagic habitats;Deep Pelagic Cephalopods 2011;MBV;0;3;5;2.4
Pelagic habitats;Deep Pelagic Cephalopods 2008;MBV;0;3;5;2
Pelagic habitats;Deep Pelagic Cephalopods 2009;MBV;0;3;5;2
Pelagic habitats;Deep Pelagic Cephalopods 2010;MBV;0;3;5;2.3
Pelagic habitats;Deep Pelagic Cephalopods 2011;MBV;0;3;5;2.4
Benthic habitats;Benthic Vegetation (EEI EQR);BITS;0;6;10;6.436363636
Benthic habitats;Benthic Fauna (Multimetric BENTIX);EQR;0;0.6;1;0.569047014
Benthic habitats;Benthic Fauna (Multimetric BENTIX);EQR;0;0.6;1;0.505193987
Benthic habitats;Benthic Fauna (Multimetric BENTIX);EQR;0;0.6;1;0.619022962
Benthic habitats;Benthic Fauna (BENTIX);BITS;0;3.5;6;3.215238095
Benthic habitats;Benthic Fauna (BENTIX);BITS;0;3.5;6;2.834285714
Benthic habitats;Benthic Fauna (BENTIX);BITS;0;3.5;6;3.395263158
Benthic habitats;Benthic Vegetation (EEI EQR);BITS;0;6;10;0.386666667
Benthic habitats;Benthic Fauna (Multimetric BENTIX);EQR;0;0.6;1;0.334216049
Benthic habitats;Benthic Fauna (BENTIX);BITS;0;3.5;6;2.32
Mammals;% Threatened mammals;ratio;0.75;0.35;0;0.667
Fish;% Threatened sharks;ratio;0.75;0.35;0;0.3
Fish;% of stocks that meet GES based on reproductive capacity;ratio;0;0.65;1;0.888889
Fish;% of stocks that meet GES based on reproductive capacity and biomass indices;ratio;0;0.65;1;1
Fish;Log(Number of long lived fish);log(N/h);-8.664192954;-6.919867357;-5.756983626;-6.768493212
Benthic habitats;Species richness;;38.1;42.6;45.6;53.2
Benthic habitats;Species eveness;;0.9245;0.776;0.677;0.674
Benthic habitats;Size spectra slope;;-7.505;-6.38;-5.63;-4.92
Benthic habitats;Size spectra height;log(N);0;0.285;0.505;0.664
Fish;Large Fish Indicator (LFI);log(lfi);-1.163;-0.848;-0.638;-0.441
Benthic habitats;BQI;BQI;6.28;11.932;15.7;11.76
Benthic habitats;DKI;DKI;0.175;0.67;1;0.55
Plants;SAV, total cover, 9.5m, St. Middelgrund, st. 1;%;89.725;94.09;97;95
Plants;SAV, total cover, 12.6m, St. Middelgrund, st. 2;%;86.025;90.21;93;70
Plants;SAV, total cover, 15.1m, St. Middelgrund, st. 3;%;76.125;82.65;87;90
Plants;SAV, total cover, 18.8m, St. Middelgrund, st. 4;%;43.75;59.5;70;10
Plants;SAV, total cover, 20.5m, St. Middelgrund, st. 5;%;28.025;46.61;59;50
Plants;SAV, total cover, 23.3m, St. Middelgrund, st.6;%;7.8;26.52;39;20
Fish;F of Sole in IIIa and the Belts;;0.475;0.418;0.38;0.34
Fish;F of Herring in IIIa and sd 22-24;;0.3125;0.275;0.25;0.3
Birds;Fulmar winter abundance (encounter rate);er;0;0.4;0.8;0.1
Birds;Kittiwake winter abundance (encounter rate);er;0;2.545;5.09;0.03
Birds;Guillemot winter abundance (encounter rate);er;0;2.89;5.78;0.3
Mammals;Harbour porpoise summer abundance (encounter rate;er;0;0.072;0.144;0.0447
Plants;Eelgrass depth limit, western;m;1.96;4.144;5.6;2.6
Plants;Eelgarss depth limit, central;m;1.96;4.144;5.6;1.9
Plants;Eelgrass depth limit, southern;m;1.96;4.144;5.6;3.1
Plants;Eelgrass depth limit, eastern;m;1.96;4.144;5.6;1.8
Plants;SAV, total cover, Mors, NW;%;0;20.16;96;14.7
Plants;SAV, total cover, Mors, W;%;0;36.704;99.2;10.9
Plants;SAV, total cover, Løgstør Bredning;%;0;20.328;96.8;31.6
Plants;SAV, total cover, Nissum Bredning;%;0;43.956;99.9;67.3
Plants;SAV, total cover, Venø Bay;%;0;30.69;99;26.4
Benthic habitats;DKI, central;;-0.25;0.5;1;0.34
Benthic habitats;DKI, southern;;0.375;0.75;1;0.31
Benthic habitats;DKI index;;0.175;0.67;1;0.37
Plants;Eelgrass depth limit;m;2.31;4.884;6.6;1.7
Plants;Macroalgae species richness, inner parts;n;0;7.5;15;3
Plants;Macroalgae species richness, outer parts;n;0;6;12;7
Benthic habitats;Zoobenthos species richness, inner parts;n;0;8;16;24
Benthic habitats;Zoobenthos species richness, outer parts;n;0;47;94;46
Plants;Eelgrass depth limit, Isefjorden;m;1.645;3.478;4.7;4.2
Plants;Eelgrass depth limit, Roskilde Fjord;m;1.575;3.33;4.5;2.9
Benthic habitats;Invertebrate biomass;g/m2;31.5;21;14;489
Plants;SAV, total cover, inner parts of Isefjorden;%;11.0475;63.339;98.2;92.2
Plants;SAV, total cover, outer parts of Isefjorden;%;69.79;87.736;99.7;100
Plants;SAV, total cover, inner parts of Roskilde Fjord;%;0;15.1375;86.5;5.3
Plants;SAV, total cover, outer parts of Roskilde Fjord;%;35.67;73.308;98.4;95.5
Pelagic habitats;Phytoplankton biomass;mgC/l;0.2925;0.195;0.13;0.22
Plants;Eelgrass depth limit;m;2.695;5.698;7.7;6
Pelagic habitats;Zooplankton biomass;mgC/m2;0.0225;0.015;0.01;0.01
Mammals;Tursiops truncatus distributional range;%;0.03;0.612;1;0.9553
Mammals;Tursiops truncatus distributional range;%;0.88;0.952;1;0.9838
Mammals;Tursiops truncatus distributional range;%;0.82;0.928;1;0.987
Mammals;Tursiops truncatus distributional range;%;0.03;0.612;1;0.9042
Mammals;Stenella coeruleoalba distributional range;%;0.11;0.26;0.36;0.1713
Mammals;Stenella coeruleoalba distributional range;%;0.11;0.14;0.16;0.1328
Mammals;Stenella coeruleoalba distributional range;%;0.11;0.146;0.17;0.1509
Mammals;Stenella coeruleoalba distributional range;%;0.11;0.26;0.36;0.2218
Mammals;Grampus griseus distributional range;%;0.17;0.494;0.71;0.2143
Mammals;Grampus griseus distributional range;%;0.17;0.206;0.23;0.1848
Mammals;Grampus griseus distributional range;%;0.17;0.494;0.71;0.2678
Mammals;Ziphius cavirostris distributional range;%;0;0.6;1;0.083
Mammals;Ziphius cavirostris distributional range;%;0.07;0.628;1;0.9759
Mammals;Tursiops truncatus abundance;N specimens/area;3602.15;7328.138;9812.13;5958.8
Mammals;Tursiops truncatus abundance;N specimens/area;819.869;1976.1728;2747.042;1831
Mammals;Tursiops truncatus abundance;N specimens/area;414.075;998.0664;1387.394;925
Mammals;Tursiops truncatus abundance;N specimens/area;339.542;818.4128;1137.66;758
Mammals;Tursiops truncatus abundance;N specimens/area;560.2510149;1539.666406;2192.61;1100.4
Mammals;Tursiops truncatus abundance;N specimens/area;329.9188092;906.6737237;1291.177;648
Mammals;Tursiops truncatus abundance;N specimens/area;230.332;632.9926;901.433;452.4
Mammals;Tursiops truncatus abundance;N specimens/area;357.4120433;982.2298173;1398.775;702
Mammals;Tursiops truncatus abundance;N specimens/area;263.9350474;725.3386189;1032.941;518.4
Mammals;Tursiops truncatus abundance;N specimens/area;93.476;256.8902;365.833;183.6
Mammals;Stenella coeruleoalba abundance;N specimens/area;3382.154;7895.5208;10904.432;6072.8
Mammals;Stenella coeruleoalba abundance;N specimens/area;2497.591;5830.5382;8052.503;4484.5
Mammals;Stenella coeruleoalba abundance;N specimens/area;884.563;2064.982;2851.928;1588.2
Mammals;Grampus griseus abundance;N specimens/area;49.079;515.7332;826.836;201.8
Mammals;Grampus griseus abundance;N specimens/area;36.243;380.8494;610.587;149.06
Mammals;Ziphius cavirostris risk of exposure;%  ;1;0.4;0;0.98
Mammals;Tursiops truncatus by catch;N specimens/year;29;11.6;0;19
Benthic habitats;Virgularia mirabilis;kg/km2;0;23.268;38.78;1.876
Benthic habitats;Abra alba;ind./m2;2;53.6;88;34
Benthic habitats;Corbula gibba;ind./m2;2;312.8;520;97.28571429
Benthic habitats;Dosinia lupinus;ind./m2;2;9.2;14;5.75
Benthic habitats;Hiatella arctica;ind./m2;2;11.6;18;5.25
Benthic habitats;Loripes lucinalis;ind./m2;6;15.6;22;10.8
Benthic habitats;Lucinella divaricata;ind./m2;2;326;542;82.76923077
Benthic habitats;Nucula nitidosa;ind./m2;2;20;32;12.28571429
Benthic habitats;Nuculana pella;ind./m2;2;3.2;4;2.5
Benthic habitats;Parvicardium exiguum;ind./m2;2;42.8;70;36
Benthic habitats;Gari fervensis;ind./m2;2;8;12;4
Benthic habitats;Spisula subtruncata;ind./m2;2;6.8;10;4
Benthic habitats;Thracia phaseolina;ind./m2;2;35.6;58;21.33333333
benthic habitats;Venerupis corrugata;ind./m2;2;5.6;8;5
Benthic habitats;Amphiura chiajei;ind./m2;2;27.2;44;22.4
Benthic habitats;Ophiura grubei;ind./m2;2;6.8;10;4.4
Benthic habitats;Phaxasa adriaticus;ind./m2;2;24.8;40;15.6
Benthic habitats;Tellina distorta;ind./m2;2;17.6;28;12.8
Benthic habitats;Tellina donacina;ind./m2;2;26;42;16.57142857
Benthic habitats;Tellina albicans;ind./m2;2;5.6;8;4
Benthic habitats;Calyptraea chinensis;ind./m2;2;3.2;4;2.5
Benthic habitats;Cylichna cylindracea;ind./m2;2;14;22;7.166666667
Benthic habitats;Retusa umbilicata;ind./m2;2;5.6;8;3.714285714
Benthic habitats;Nassarius mutabilis;ind./m2;0;1.2;2;2
Benthic habitats;Kurtiella bidentata;ind./m2;2;106.4;176;34.2
Benthic habitats;Pitar rudis;ind./m2;2;9.2;14;3.777777778
Benthic habitats;Tellina pulchella;ind./m2;4;5.2;6;5
Benthic habitats;Eulima glabra;ind./m2;2;8;12;5.75
Benthic habitats;Hyala vitrea;ind./m2;2;35.6;58;14
Benthic habitats;Antalis inaequicostata;ind./m2;2;22.4;36;16.8
Benthic habitats;Amphiura filiformis;ind./m2;2;36.8;60;18
Benthic habitats;Anomia ephippium;ind./m2;0;1.2;2;2
Benthic habitats;Gastrochaena dubia;ind./m2;2;6.8;10;7.333333333
Benthic habitats;Tellina serrata;ind./m2;0;1.2;2;2
Benthic habitats;Timoclea ovata;ind./m2;2;6.8;10;6
Benthic habitats;Mangelia coarctata;ind./m2;2;10.4;16;6
Benthic habitats;Nassarius pygmaeus;ind./m2;2;3.2;4;2.666666667
Benthic habitats;Amphipholis squamata;ind./m2;2;18.8;30;7
Benthic habitats;Euspira nitida;ind./m2;2;5.6;8;4
Benthic habitats;Ophiura carnea;ind./m2;0;2.4;4;4
Benthic habitats;Phaxas adriaticus;ind./m2;2;24.8;40;15.6
Benthic habitats;Ova canaliferus;ind./m2;0;1.2;2;2
Benthic habitats;Trachythyone elongata;ind./m2;2;3.2;4;2.5
Benthic habitats;Papillicardium papillosum;ind./m2;2;4.4;6;4
Benthic habitats;Bela brachystoma;ind./m2;0;1.2;2;2
Benthic habitats;Acanthochitona fascicularis;ind./m2;2;10.4;16;6.666666667
Benthic habitats;Diplodonta rotundata;ind./m2;4;5.2;6;5
Benthic habitats;Myrtea spinifera;ind./m2;4;43.6;70;20
Benthic habitats;Saccella illirica;ind./m2;0;1.2;2;2
Benthic habitats;Saccella commutata;ind./m2;0;2.4;4;4
Benthic habitats;Thyasira flexuosa;ind./m2;8;27.2;40;26
Benthic habitats;Trophonopsis muricata;ind./m2;2;3.2;4;2.4
Benthic habitats;Ophiura albida;ind./m2;2;4.4;6;4
Benthic habitats;Abra nitida;ind./m2;2;23.6;38;20
Benthic habitats;Aporrhais pespelecani;ind./m2;2;3.2;4;2.666666667
Benthic habitats;Kellia suborbicularis;ind./m2;2;3.2;4;3
Benthic habitats;Monia patelliformis;ind./m2;2;3.2;4;3
Benthic habitats;Megastomia conoidea;ind./m2;2;5.6;8;3.6
Benthic habitats;Turbonilla rufa;ind./m2;2;6.8;10;6
Benthic habitats;Laevicardium crassum;ind./m2;0;1.2;2;2
Benthic habitats;Neolepton obliquatum;ind./m2;2;9.2;14;5.5
Benthic habitats;Parvicardium minimum;ind./m2;6;80.4;130;40
Benthic habitats;Pharus legumen;ind./m2;2;6.8;10;6
Benthic habitats;Turritella communis;ind./m2;2;3.2;4;2.666666667
Benthic habitats;Mangelia attenuata;ind./m2;2;3.2;4;3
Benthic habitats;Virgularia mirabilis;kg/km2;0;0.384;0.64;0.091428571
Benthic habitats;Corbula gibba;ind./m2;54;96.6;125;89.5
Benthic habitats;Myrtea spinifera;ind./m2;2.5;3.4;4;3.25
Benthic habitats;Nucula nitidosa;ind./m2;5;5.6;6;5.5
Benthic habitats;Pitar rudis;ind./m2;7.5;10.2;12;9.75
Benthic habitats;Hyala vitrea;ind./m2;2;45.8;75;38.5
Benthic habitats;Megastomia conoidea;ind./m2;2;2.3;2.5;2.25
Benthic habitats;Antalis inaequicostata;ind./m2;2.5;3.4;4;3.25
Benthic habitats;Nematoda;ind/10 cm2;56.84;3715.766;6155.05;1427.653111
Pelagic habitats;Copepoda;ind/10 cm2;0.33;76.77;127.73;29.89544444
Benthic habitats;Nauplii;ind/10 cm2;0;124.656;207.76;22.54
Benthic habitats;Polychaeta;ind/10 cm2;0;22.344;37.24;8.422555556
Benthic habitats;Bivalvia;ind/10 cm2;0;40.572;67.62;10.72555556
Pelagic habitats;Ostracoda;ind/10 cm2;0;83.886;139.81;11.56944444
Benthic habitats;Kinorhyncha;ind/10 cm2;0;6.858;11.43;1.372
Benthic habitats;Oligochaeta;ind/10 cm2;0;5.682;9.47;1.431888889
Benthic habitats;Cumacea;ind/10 cm2;0;1.374;2.29;0.337555556
benthic habitats;Anfipoda;ind/10 cm2;0;1.566;2.61;0.615222222
Benthic habitats;Isopoda;ind/10 cm2;0;0.39;0.65;0.032666667
Benthic habitats;Acarina;ind/10 cm2;0;0.198;0.33;0.021777778
Benthic habitats;Priapulida larvae;ind/10 cm2;0;0.198;0.33;0.021777778
Benthic habitats;Holothuroidea;ind/10 cm2;0;0.198;0.33;0.021777778
Benthic habitats;Gnathostomulida;ind/10 cm2;0;0.588;0.98;0.032666667
Benthic habitats;Ophiuroidea juveniles;ind/10 cm2;0;0.39;0.65;0.032666667
Benthic habitats;Hydroid juveniles;ind/10 cm2;0;0.294;0.49;0.016333333
Benthic habitats;Funiculina quadrangularis;kg/km2;0;7.56;12.6;0.41483871
Benthic habitats;Pennatula rubra;kg/km2;0;0.66;1.1;0.076451613
Benthic habitats;Ptereoides spinosum;kg/km2;0;1.65;2.75;0.133225806
Benthic habitats;Virgularia mirabilis;kg/km2;0;0.156;0.26;0.012903226
Benthic habitats;Pennatula rubra;kg/km2;4.59;29.286;45.75;19.02333333
Benthic habitats;Pennatula rubra;kg/km2;0;27.45;45.75;6.062727273
Benthic habitats;Ptereoides spinosum;kg/km2;0;3.54;5.9;1.485454545
Benthic habitats;Virgularia mirabilis;kg/km2;0;0.9;1.5;0.174545455
Benthic habitats;Pennatula rubra;kg/km2;0;1.482;2.47;0.224545455
Benthic habitats;Virgularia mirabilis;kg/km2;0;0.552;0.92;0.183636364
